,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season
20,Sassuolo,2022-01-09,Giornata n. 21,Ospiti,V,5.0,Empoli,24.0,12.0,1,1,501.0,584.0,5.0,55.0,17.0,3,0,21_22
20,Milan,2022-01-09,Giornata n. 21,Ospiti,V,3.0,Venezia,17.0,6.0,1,1,584.0,670.0,7.0,62.0,15.0,3,0,21_22
18,Udinese,2022-01-09,Giornata n. 21,Casa,P,2.0,Atalanta,8.0,4.0,0,0,349.0,453.0,2.0,40.0,10.0,2,0,21_22
20,Spezia,2022-01-09,Giornata n. 21,Ospiti,V,1.0,Genoa,17.0,9.0,0,0,354.0,467.0,4.0,46.0,17.0,3,0,21_22
18,Salernitana,2022-01-09,Giornata n. 21,Ospiti,V,2.0,Hellas Verona,8.0,4.0,1,1,157.0,258.0,4.0,30.0,12.0,3,0,21_22
20,Napoli,2022-01-09,Giornata n. 21,Casa,V,1.0,Sampdoria,22.0,5.0,0,0,672.0,758.0,13.0,69.0,13.0,0,0,21_22
20,Sampdoria,2022-01-09,Giornata n. 21,Ospiti,P,0.0,Napoli,11.0,1.0,0,0,272.0,346.0,0.0,31.0,12.0,2,0,21_22
19,Venezia,2022-01-09,Giornata n. 21,Casa,P,0.0,Milan,10.0,3.0,0,0,332.0,418.0,1.0,38.0,11.0,1,1,21_22
20,Juventus,2022-01-09,Giornata n. 21,Ospiti,V,4.0,Roma,14.0,5.0,0,0,349.0,417.0,1.0,47.0,12.0,4,1,21_22
19,Atalanta,2022-01-09,Giornata n. 21,Ospiti,V,6.0,Udinese,21.0,7.0,0,0,568.0,671.0,5.0,60.0,12.0,2,0,21_22
20,Hellas Verona,2022-01-09,Giornata n. 21,Casa,P,1.0,Salernitana,24.0,7.0,0,0,498.0,608.0,17.0,70.0,13.0,1,1,21_22
20,Empoli,2022-01-09,Giornata n. 21,Casa,P,1.0,Sassuolo,15.0,4.0,0,0,398.0,485.0,5.0,45.0,13.0,2,1,21_22
19,Inter,2022-01-09,Giornata n. 21,Casa,V,2.0,Lazio,17.0,5.0,0,0,602.0,681.0,4.0,60.0,11.0,1,0,21_22
20,Lazio,2022-01-09,Giornata n. 21,Ospiti,P,1.0,Inter,5.0,2.0,0,0,373.0,456.0,3.0,40.0,17.0,4,0,21_22
20,Genoa,2022-01-09,Giornata n. 21,Casa,P,0.0,Spezia,15.0,2.0,0,0,422.0,539.0,7.0,54.0,17.0,3,0,21_22
19,Fiorentina,2022-01-10,Giornata n. 21,Ospiti,P,0.0,Torino,11.0,4.0,0,0,400.0,503.0,5.0,55.0,12.0,2,0,21_22
19,Torino,2022-01-10,Giornata n. 21,Casa,V,4.0,Fiorentina,9.0,6.0,0,0,314.0,417.0,1.0,45.0,19.0,2,0,21_22
19,Bologna,2022-01-11,Giornata n. 21,Ospiti,P,1.0,Cagliari,10.0,3.0,0,0,294.0,426.0,5.0,47.0,19.0,2,0,21_22
20,Cagliari,2022-01-11,Giornata n. 21,Casa,V,2.0,Bologna,13.0,4.0,0,0,354.0,482.0,5.0,53.0,14.0,3,0,21_22
21,Lazio,2022-01-15,Giornata n. 22,Ospiti,V,3.0,Salernitana,15.0,8.0,0,0,841.0,917.0,7.0,73.0,16.0,3,0,21_22
19,Salernitana,2022-01-15,Giornata n. 22,Casa,P,0.0,Lazio,7.0,1.0,0,0,267.0,338.0,3.0,27.0,12.0,2,0,21_22
20,Torino,2022-01-15,Giornata n. 22,Ospiti,V,2.0,Sampdoria,20.0,12.0,0,0,448.0,571.0,10.0,63.0,14.0,2,0,21_22
19,Udinese,2022-01-15,Giornata n. 22,Ospiti,P,0.0,Juventus,16.0,3.0,0,0,296.0,371.0,6.0,34.0,10.0,2,0,21_22
21,Sampdoria,2022-01-15,Giornata n. 22,Casa,P,1.0,Torino,11.0,3.0,0,0,211.0,332.0,3.0,37.0,13.0,0,0,21_22
21,Juventus,2022-01-15,Giornata n. 22,Casa,V,2.0,Udinese,14.0,4.0,0,0,621.0,710.0,7.0,66.0,14.0,1,0,21_22
21,Hellas Verona,2022-01-16,Giornata n. 22,Ospiti,V,4.0,Sassuolo,20.0,5.0,1,1,291.0,394.0,7.0,45.0,18.0,4,0,21_22
20,Venezia,2022-01-16,Giornata n. 22,Casa,N,1.0,Empoli,14.0,3.0,0,0,333.0,434.0,6.0,50.0,16.0,3,0,21_22
20,Inter,2022-01-16,Giornata n. 22,Ospiti,N,0.0,Atalanta,11.0,3.0,0,0,597.0,699.0,4.0,63.0,12.0,2,0,21_22
21,Cagliari,2022-01-16,Giornata n. 22,Ospiti,P,0.0,Roma,8.0,2.0,0,0,334.0,458.0,1.0,44.0,20.0,4,0,21_22
20,Atalanta,2022-01-16,Giornata n. 22,Casa,N,0.0,Inter,12.0,6.0,0,0,306.0,412.0,6.0,37.0,15.0,2,0,21_22
21,Roma,2022-01-16,Giornata n. 22,Casa,V,1.0,Cagliari,14.0,6.0,1,1,475.0,579.0,1.0,56.0,15.0,3,0,21_22
21,Sassuolo,2022-01-16,Giornata n. 22,Casa,P,2.0,Hellas Verona,14.0,5.0,0,0,378.0,489.0,9.0,55.0,6.0,2,0,21_22
21,Empoli,2022-01-16,Giornata n. 22,Ospiti,N,1.0,Venezia,18.0,6.0,0,0,347.0,439.0,5.0,50.0,19.0,5,0,21_22
21,Napoli,2022-01-17,Giornata n. 22,Ospiti,V,2.0,Bologna,14.0,5.0,0,0,579.0,678.0,4.0,61.0,11.0,1,0,21_22
21,Spezia,2022-01-17,Giornata n. 22,Ospiti,V,2.0,Milan,10.0,6.0,0,0,274.0,367.0,1.0,40.0,18.0,5,0,21_22
20,Bologna,2022-01-17,Giornata n. 22,Casa,P,0.0,Napoli,12.0,5.0,0,0,349.0,438.0,1.0,39.0,10.0,3,0,21_22
20,Fiorentina,2022-01-17,Giornata n. 22,Casa,V,6.0,Genoa,21.0,11.0,0,1,716.0,787.0,4.0,73.0,12.0,1,0,21_22
21,Milan,2022-01-17,Giornata n. 22,Casa,P,1.0,Spezia,24.0,8.0,0,1,448.0,540.0,10.0,60.0,13.0,2,0,21_22
21,Genoa,2022-01-17,Giornata n. 22,Ospiti,P,0.0,Fiorentina,3.0,0.0,0,0,214.0,288.0,0.0,27.0,19.0,3,0,21_22
22,Hellas Verona,2022-01-21,Giornata n. 23,Casa,V,2.0,Bologna,14.0,6.0,0,0,360.0,490.0,7.0,57.0,21.0,2,0,21_22
21,Bologna,2022-01-21,Giornata n. 23,Ospiti,P,1.0,Hellas Verona,8.0,2.0,0,0,247.0,373.0,2.0,43.0,9.0,4,0,21_22
20,Udinese,2022-01-22,Giornata n. 23,Ospiti,N,0.0,Genoa,2.0,0.0,0,0,205.0,351.0,4.0,48.0,18.0,4,0,21_22
21,Inter,2022-01-22,Giornata n. 23,Casa,V,2.0,Venezia,24.0,12.0,0,0,639.0,752.0,6.0,71.0,14.0,3,0,21_22
21,Venezia,2022-01-22,Giornata n. 23,Ospiti,P,1.0,Inter,3.0,3.0,0,0,219.0,311.0,0.0,29.0,10.0,4,0,21_22
21,Atalanta,2022-01-22,Giornata n. 23,Ospiti,N,0.0,Lazio,6.0,2.0,0,0,384.0,468.0,1.0,39.0,17.0,3,0,21_22
22,Genoa,2022-01-22,Giornata n. 23,Casa,N,0.0,Udinese,10.0,2.0,0,0,220.0,380.0,10.0,52.0,26.0,4,1,21_22
22,Lazio,2022-01-22,Giornata n. 23,Casa,N,0.0,Atalanta,9.0,1.0,0,0,639.0,741.0,4.0,61.0,10.0,0,0,21_22
20,Salernitana,2022-01-23,Giornata n. 23,Ospiti,P,1.0,Napoli,1.0,1.0,0,0,145.0,223.0,0.0,19.0,14.0,4,1,21_22
22,Spezia,2022-01-23,Giornata n. 23,Casa,V,1.0,Sampdoria,7.0,2.0,0,0,275.0,368.0,2.0,40.0,25.0,2,0,21_22
21,Torino,2022-01-23,Giornata n. 23,Casa,N,1.0,Sassuolo,21.0,6.0,0,0,341.0,447.0,4.0,50.0,25.0,3,0,21_22
22,Juventus,2022-01-23,Giornata n. 23,Ospiti,N,0.0,Milan,8.0,0.0,0,0,478.0,559.0,1.0,53.0,22.0,2,0,21_22
21,Fiorentina,2022-01-23,Giornata n. 23,Ospiti,N,1.0,Cagliari,14.0,5.0,0,1,326.0,426.0,4.0,59.0,15.0,3,1,21_22
22,Sassuolo,2022-01-23,Giornata n. 23,Ospiti,N,1.0,Torino,6.0,1.0,0,0,335.0,442.0,3.0,50.0,18.0,3,0,21_22
22,Sampdoria,2022-01-23,Giornata n. 23,Ospiti,P,0.0,Spezia,8.0,0.0,0,0,439.0,557.0,4.0,60.0,11.0,4,1,21_22
22,Cagliari,2022-01-23,Giornata n. 23,Casa,N,1.0,Fiorentina,11.0,1.0,0,1,196.0,293.0,6.0,41.0,24.0,3,0,21_22
22,Roma,2022-01-23,Giornata n. 23,Ospiti,V,4.0,Empoli,16.0,7.0,0,0,306.0,395.0,3.0,42.0,17.0,2,0,21_22
22,Milan,2022-01-23,Giornata n. 23,Casa,N,0.0,Juventus,14.0,4.0,0,0,392.0,497.0,4.0,47.0,18.0,2,0,21_22
22,Napoli,2022-01-23,Giornata n. 23,Casa,V,4.0,Salernitana,24.0,12.0,2,2,895.0,981.0,10.0,81.0,9.0,0,0,21_22
22,Empoli,2022-01-23,Giornata n. 23,Casa,P,2.0,Roma,16.0,7.0,0,0,455.0,551.0,2.0,58.0,14.0,2,0,21_22
22,Inter,2022-02-05,Giornata n. 24,Casa,P,1.0,Milan,12.0,5.0,0,0,318.0,396.0,6.0,46.0,22.0,2,0,21_22
23,Genoa,2022-02-05,Giornata n. 24,Ospiti,N,0.0,Roma,10.0,3.0,0,0,181.0,316.0,4.0,38.0,23.0,2,1,21_22
23,Milan,2022-02-05,Giornata n. 24,Ospiti,V,2.0,Inter,10.0,3.0,0,0,375.0,457.0,4.0,54.0,14.0,4,1,21_22
22,Fiorentina,2022-02-05,Giornata n. 24,Casa,P,0.0,Lazio,9.0,3.0,0,0,446.0,522.0,4.0,50.0,15.0,3,1,21_22
23,Lazio,2022-02-05,Giornata n. 24,Ospiti,V,3.0,Fiorentina,12.0,7.0,0,0,445.0,520.0,3.0,50.0,16.0,5,0,21_22
23,Roma,2022-02-05,Giornata n. 24,Casa,N,0.0,Genoa,23.0,3.0,0,0,406.0,520.0,6.0,62.0,10.0,3,1,21_22
22,Venezia,2022-02-06,Giornata n. 24,Casa,P,0.0,Napoli,7.0,3.0,0,0,306.0,397.0,2.0,34.0,12.0,2,1,21_22
22,Torino,2022-02-06,Giornata n. 24,Ospiti,P,0.0,Udinese,5.0,1.0,0,0,356.0,479.0,3.0,58.0,22.0,5,1,21_22
23,Empoli,2022-02-06,Giornata n. 24,Ospiti,N,0.0,Bologna,15.0,4.0,0,0,279.0,383.0,5.0,41.0,15.0,4,0,21_22
22,Atalanta,2022-02-06,Giornata n. 24,Casa,P,1.0,Cagliari,10.0,4.0,0,0,515.0,629.0,3.0,61.0,14.0,1,1,21_22
23,Juventus,2022-02-06,Giornata n. 24,Casa,V,2.0,Hellas Verona,11.0,8.0,0,0,362.0,461.0,6.0,46.0,12.0,1,0,21_22
21,Udinese,2022-02-06,Giornata n. 24,Casa,V,2.0,Torino,10.0,2.0,1,1,220.0,347.0,8.0,42.0,11.0,3,0,21_22
22,Bologna,2022-02-06,Giornata n. 24,Casa,N,0.0,Empoli,12.0,2.0,0,0,448.0,560.0,3.0,59.0,11.0,2,0,21_22
23,Napoli,2022-02-06,Giornata n. 24,Ospiti,V,2.0,Venezia,16.0,6.0,0,0,672.0,780.0,6.0,66.0,11.0,2,0,21_22
23,Cagliari,2022-02-06,Giornata n. 24,Ospiti,V,2.0,Atalanta,7.0,4.0,0,0,305.0,406.0,1.0,39.0,14.0,5,0,21_22
23,Sampdoria,2022-02-06,Giornata n. 24,Casa,V,4.0,Sassuolo,10.0,6.0,1,1,262.0,356.0,3.0,40.0,17.0,2,0,21_22
23,Hellas Verona,2022-02-06,Giornata n. 24,Ospiti,P,0.0,Juventus,13.0,1.0,0,0,440.0,552.0,5.0,54.0,11.0,1,0,21_22
23,Sassuolo,2022-02-06,Giornata n. 24,Ospiti,P,0.0,Sampdoria,25.0,9.0,0,0,450.0,533.0,9.0,60.0,15.0,2,0,21_22
23,Spezia,2022-02-07,Giornata n. 24,Ospiti,N,2.0,Salernitana,11.0,0.0,2,2,299.0,396.0,6.0,44.0,22.0,3,0,21_22
21,Salernitana,2022-02-07,Giornata n. 24,Casa,N,2.0,Spezia,10.0,5.0,0,0,395.0,512.0,5.0,56.0,13.0,3,0,21_22
23,Inter,2022-02-12,Giornata n. 25,Ospiti,N,1.0,Napoli,8.0,2.0,0,0,485.0,564.0,2.0,51.0,14.0,1,0,21_22
23,Venezia,2022-02-12,Giornata n. 25,Ospiti,V,2.0,Torino,6.0,2.0,0,0,151.0,258.0,4.0,33.0,13.0,3,1,21_22
24,Lazio,2022-02-12,Giornata n. 25,Casa,V,3.0,Bologna,11.0,5.0,1,1,549.0,634.0,5.0,57.0,13.0,2,0,21_22
23,Torino,2022-02-12,Giornata n. 25,Casa,P,1.0,Venezia,14.0,2.0,0,0,406.0,520.0,8.0,67.0,16.0,2,0,21_22
24,Napoli,2022-02-12,Giornata n. 25,Casa,N,1.0,Inter,12.0,3.0,1,1,456.0,534.0,4.0,49.0,7.0,1,0,21_22
23,Bologna,2022-02-12,Giornata n. 25,Ospiti,P,0.0,Lazio,11.0,3.0,0,0,422.0,488.0,3.0,43.0,16.0,2,0,21_22
24,Hellas Verona,2022-02-13,Giornata n. 25,Casa,V,4.0,Udinese,6.0,5.0,0,0,271.0,388.0,2.0,44.0,17.0,3,0,21_22
22,Salernitana,2022-02-13,Giornata n. 25,Ospiti,N,1.0,Genoa,12.0,4.0,0,0,277.0,396.0,4.0,51.0,11.0,2,0,21_22
24,Sampdoria,2022-02-13,Giornata n. 25,Ospiti,P,0.0,Milan,4.0,1.0,0,0,410.0,505.0,0.0,50.0,14.0,1,0,21_22
24,Sassuolo,2022-02-13,Giornata n. 25,Casa,N,2.0,Roma,12.0,3.0,0,0,345.0,425.0,4.0,46.0,12.0,4,1,21_22
24,Empoli,2022-02-13,Giornata n. 25,Casa,N,1.0,Cagliari,15.0,6.0,0,0,253.0,369.0,6.0,45.0,19.0,1,0,21_22
24,Genoa,2022-02-13,Giornata n. 25,Casa,N,1.0,Salernitana,16.0,5.0,0,0,268.0,388.0,5.0,49.0,22.0,3,0,21_22
24,Roma,2022-02-13,Giornata n. 25,Ospiti,N,2.0,Sassuolo,12.0,7.0,1,1,397.0,503.0,3.0,54.0,16.0,2,0,21_22
24,Milan,2022-02-13,Giornata n. 25,Casa,V,1.0,Sampdoria,15.0,7.0,0,0,418.0,510.0,4.0,50.0,14.0,3,0,21_22
24,Juventus,2022-02-13,Giornata n. 25,Ospiti,N,1.0,Atalanta,15.0,6.0,0,0,396.0,504.0,8.0,48.0,12.0,3,0,21_22
24,Cagliari,2022-02-13,Giornata n. 25,Ospiti,N,1.0,Empoli,17.0,4.0,0,0,320.0,444.0,4.0,55.0,14.0,2,0,21_22
22,Udinese,2022-02-13,Giornata n. 25,Ospiti,P,0.0,Hellas Verona,21.0,6.0,0,0,354.0,487.0,7.0,56.0,8.0,1,0,21_22
23,Atalanta,2022-02-13,Giornata n. 25,Casa,N,1.0,Juventus,21.0,3.0,0,0,456.0,551.0,8.0,52.0,13.0,2,0,21_22
23,Fiorentina,2022-02-14,Giornata n. 25,Ospiti,V,2.0,Spezia,20.0,4.0,0,1,433.0,527.0,8.0,67.0,10.0,1,0,21_22
24,Spezia,2022-02-14,Giornata n. 25,Casa,P,1.0,Fiorentina,9.0,1.0,0,0,192.0,263.0,4.0,33.0,20.0,2,0,21_22
24,Torino,2022-02-18,Giornata n. 26,Ospiti,N,1.0,Juventus,10.0,3.0,0,0,391.0,489.0,9.0,54.0,20.0,2,0,21_22
25,Juventus,2022-02-18,Giornata n. 26,Casa,N,1.0,Torino,12.0,3.0,0,0,318.0,412.0,7.0,46.0,17.0,1,0,21_22
25,Roma,2022-02-19,Giornata n. 26,Casa,N,2.0,Hellas Verona,7.0,3.0,0,0,411.0,550.0,4.0,57.0,19.0,3,0,21_22
23,Salernitana,2022-02-19,Giornata n. 26,Casa,N,2.0,Milan,9.0,4.0,0,0,259.0,349.0,4.0,40.0,19.0,2,0,21_22
25,Sampdoria,2022-02-19,Giornata n. 26,Casa,V,2.0,Empoli,8.0,3.0,0,0,296.0,391.0,3.0,42.0,17.0,4,0,21_22
25,Milan,2022-02-19,Giornata n. 26,Ospiti,N,2.0,Salernitana,13.0,5.0,0,0,430.0,532.0,7.0,60.0,13.0,4,0,21_22
25,Hellas Verona,2022-02-19,Giornata n. 26,Ospiti,N,2.0,Roma,5.0,3.0,0,0,293.0,419.0,2.0,43.0,14.0,2,0,21_22
25,Empoli,2022-02-19,Giornata n. 26,Ospiti,P,0.0,Sampdoria,10.0,2.0,0,0,435.0,538.0,6.0,58.0,12.0,2,0,21_22
24,Venezia,2022-02-20,Giornata n. 26,Casa,N,1.0,Genoa,15.0,4.0,0,0,218.0,369.0,6.0,47.0,14.0,2,0,21_22
23,Udinese,2022-02-20,Giornata n. 26,Casa,N,1.0,Lazio,12.0,2.0,0,0,325.0,407.0,2.0,41.0,24.0,3,0,21_22
25,Sassuolo,2022-02-20,Giornata n. 26,Ospiti,V,2.0,Inter,13.0,5.0,0,0,367.0,447.0,3.0,42.0,14.0,2,0,21_22
25,Lazio,2022-02-20,Giornata n. 26,Ospiti,N,1.0,Udinese,10.0,2.0,0,0,503.0,588.0,12.0,59.0,9.0,2,0,21_22
24,Fiorentina,2022-02-20,Giornata n. 26,Casa,V,1.0,Atalanta,6.0,3.0,0,0,373.0,461.0,2.0,49.0,19.0,2,0,21_22
24,Atalanta,2022-02-20,Giornata n. 26,Ospiti,P,0.0,Fiorentina,7.0,1.0,0,0,382.0,471.0,1.0,51.0,23.0,5,0,21_22
24,Inter,2022-02-20,Giornata n. 26,Casa,P,0.0,Sassuolo,29.0,7.0,0,0,537.0,628.0,8.0,58.0,12.0,1,0,21_22
25,Genoa,2022-02-20,Giornata n. 26,Ospiti,N,1.0,Venezia,12.0,2.0,0,0,272.0,421.0,5.0,53.0,19.0,2,0,21_22
25,Napoli,2022-02-21,Giornata n. 26,Ospiti,N,1.0,Cagliari,7.0,3.0,0,0,363.0,494.0,5.0,54.0,22.0,2,0,21_22
25,Spezia,2022-02-21,Giornata n. 26,Ospiti,P,1.0,Bologna,6.0,2.0,0,0,263.0,360.0,0.0,39.0,16.0,1,0,21_22
25,Cagliari,2022-02-21,Giornata n. 26,Casa,N,1.0,Napoli,13.0,5.0,0,0,290.0,419.0,3.0,46.0,18.0,1,0,21_22
24,Bologna,2022-02-21,Giornata n. 26,Casa,V,2.0,Spezia,19.0,7.0,0,0,456.0,566.0,11.0,61.0,7.0,1,0,21_22
25,Inter,2022-02-25,Giornata n. 27,Ospiti,N,0.0,Genoa,21.0,4.0,0,0,529.0,652.0,14.0,71.0,10.0,1,0,21_22
24,Udinese,2022-02-25,Giornata n. 27,Ospiti,N,1.0,Milan,11.0,6.0,0,0,247.0,328.0,4.0,38.0,19.0,4,0,21_22
26,Genoa,2022-02-25,Giornata n. 27,Casa,N,0.0,Inter,7.0,1.0,0,0,157.0,266.0,0.0,29.0,12.0,1,0,21_22
26,Milan,2022-02-25,Giornata n. 27,Casa,N,1.0,Udinese,9.0,3.0,0,0,445.0,535.0,5.0,62.0,14.0,2,0,21_22
24,Salernitana,2022-02-26,Giornata n. 27,Casa,N,1.0,Bologna,16.0,4.0,0,0,372.0,463.0,6.0,56.0,18.0,2,0,21_22
26,Juventus,2022-02-26,Giornata n. 27,Ospiti,V,3.0,Empoli,12.0,5.0,0,0,372.0,463.0,3.0,47.0,8.0,0,0,21_22
25,Bologna,2022-02-26,Giornata n. 27,Ospiti,N,1.0,Salernitana,8.0,3.0,0,0,276.0,370.0,1.0,44.0,26.0,3,0,21_22
26,Empoli,2022-02-26,Giornata n. 27,Casa,P,2.0,Juventus,11.0,2.0,0,0,419.0,519.0,7.0,53.0,18.0,2,0,21_22
25,Fiorentina,2022-02-26,Giornata n. 27,Ospiti,P,1.0,Sassuolo,15.0,6.0,0,0,365.0,463.0,10.0,51.0,13.0,2,1,21_22
26,Sassuolo,2022-02-26,Giornata n. 27,Casa,V,2.0,Fiorentina,16.0,6.0,0,0,376.0,450.0,6.0,49.0,14.0,1,0,21_22
26,Lazio,2022-02-27,Giornata n. 27,Casa,P,1.0,Napoli,13.0,8.0,0,0,497.0,568.0,1.0,45.0,14.0,3,0,21_22
26,Hellas Verona,2022-02-27,Giornata n. 27,Casa,V,3.0,Venezia,19.0,11.0,0,0,393.0,525.0,5.0,57.0,13.0,0,0,21_22
26,Roma,2022-02-27,Giornata n. 27,Ospiti,V,1.0,Spezia,30.0,7.0,1,1,560.0,655.0,8.0,64.0,11.0,3,0,21_22
26,Napoli,2022-02-27,Giornata n. 27,Ospiti,V,2.0,Lazio,14.0,7.0,0,0,601.0,690.0,5.0,55.0,17.0,2,0,21_22
26,Cagliari,2022-02-27,Giornata n. 27,Ospiti,V,2.0,Torino,11.0,5.0,0,0,213.0,359.0,3.0,43.0,25.0,4,0,21_22
26,Spezia,2022-02-27,Giornata n. 27,Casa,P,0.0,Roma,9.0,3.0,0,0,270.0,365.0,1.0,36.0,13.0,5,1,21_22
25,Venezia,2022-02-27,Giornata n. 27,Ospiti,P,1.0,Hellas Verona,9.0,3.0,0,0,249.0,389.0,5.0,43.0,14.0,1,0,21_22
25,Torino,2022-02-27,Giornata n. 27,Casa,P,1.0,Cagliari,15.0,6.0,0,0,319.0,467.0,4.0,57.0,21.0,2,0,21_22
25,Atalanta,2022-02-28,Giornata n. 27,Casa,V,4.0,Sampdoria,19.0,9.0,0,0,556.0,659.0,8.0,56.0,15.0,1,0,21_22
26,Sampdoria,2022-02-28,Giornata n. 27,Ospiti,P,0.0,Atalanta,6.0,1.0,0,0,407.0,514.0,1.0,44.0,8.0,2,0,21_22
25,Salernitana,2022-03-04,Giornata n. 28,Ospiti,P,0.0,Inter,11.0,3.0,0,0,322.0,384.0,3.0,40.0,8.0,1,0,21_22
26,Inter,2022-03-04,Giornata n. 28,Casa,V,5.0,Salernitana,23.0,12.0,0,0,503.0,575.0,10.0,60.0,12.0,2,0,21_22
27,Cagliari,2022-03-05,Giornata n. 28,Casa,P,0.0,Lazio,16.0,3.0,0,0,357.0,481.0,7.0,45.0,11.0,3,0,21_22
27,Sampdoria,2022-03-05,Giornata n. 28,Ospiti,P,1.0,Udinese,8.0,3.0,0,0,413.0,535.0,4.0,57.0,15.0,2,0,21_22
26,Atalanta,2022-03-05,Giornata n. 28,Ospiti,P,0.0,Roma,7.0,4.0,0,0,543.0,628.0,3.0,64.0,17.0,4,1,21_22
25,Udinese,2022-03-05,Giornata n. 28,Casa,V,2.0,Sampdoria,20.0,5.0,0,0,281.0,404.0,11.0,43.0,20.0,5,0,21_22
27,Roma,2022-03-05,Giornata n. 28,Casa,V,1.0,Atalanta,13.0,4.0,0,0,250.0,346.0,6.0,36.0,18.0,6,1,21_22
27,Lazio,2022-03-05,Giornata n. 28,Ospiti,V,3.0,Cagliari,14.0,4.0,1,1,477.0,587.0,6.0,55.0,13.0,2,1,21_22
26,Torino,2022-03-06,Giornata n. 28,Ospiti,N,0.0,Bologna,13.0,2.0,0,0,250.0,357.0,7.0,48.0,16.0,3,0,21_22
27,Napoli,2022-03-06,Giornata n. 28,Casa,P,0.0,Milan,10.0,3.0,0,0,497.0,581.0,6.0,60.0,10.0,4,0,21_22
26,Fiorentina,2022-03-06,Giornata n. 28,Casa,N,1.0,Hellas Verona,8.0,2.0,0,0,313.0,416.0,4.0,50.0,15.0,0,0,21_22
27,Sassuolo,2022-03-06,Giornata n. 28,Ospiti,V,4.0,Venezia,13.0,7.0,3,3,433.0,520.0,6.0,55.0,15.0,1,0,21_22
27,Milan,2022-03-06,Giornata n. 28,Ospiti,V,1.0,Napoli,12.0,7.0,0,0,310.0,392.0,7.0,40.0,20.0,4,0,21_22
27,Spezia,2022-03-06,Giornata n. 28,Ospiti,P,0.0,Juventus,9.0,4.0,0,0,392.0,475.0,4.0,44.0,13.0,1,0,21_22
27,Genoa,2022-03-06,Giornata n. 28,Casa,N,0.0,Empoli,19.0,6.0,0,0,336.0,458.0,7.0,52.0,15.0,4,0,21_22
27,Juventus,2022-03-06,Giornata n. 28,Casa,V,1.0,Spezia,10.0,3.0,0,0,534.0,616.0,4.0,56.0,15.0,3,0,21_22
27,Empoli,2022-03-06,Giornata n. 28,Ospiti,N,0.0,Genoa,8.0,2.0,0,0,276.0,422.0,2.0,48.0,22.0,3,0,21_22
26,Bologna,2022-03-06,Giornata n. 28,Casa,N,0.0,Torino,6.0,1.0,0,0,273.0,385.0,5.0,52.0,23.0,3,0,21_22
27,Hellas Verona,2022-03-06,Giornata n. 28,Ospiti,N,1.0,Fiorentina,3.0,1.0,1,1,307.0,412.0,2.0,50.0,15.0,4,0,21_22
26,Venezia,2022-03-06,Giornata n. 28,Casa,P,1.0,Sassuolo,15.0,4.0,0,1,342.0,431.0,8.0,45.0,18.0,4,0,21_22
28,Empoli,2022-03-12,Giornata n. 29,Ospiti,P,0.0,Milan,5.0,3.0,0,0,397.0,492.0,4.0,48.0,12.0,0,0,21_22
26,Salernitana,2022-03-12,Giornata n. 29,Casa,N,2.0,Sassuolo,15.0,5.0,0,0,392.0,476.0,5.0,47.0,13.0,2,0,21_22
28,Sampdoria,2022-03-12,Giornata n. 29,Casa,P,1.0,Juventus,16.0,4.0,0,1,490.0,561.0,9.0,49.0,7.0,0,0,21_22
28,Sassuolo,2022-03-12,Giornata n. 29,Ospiti,N,2.0,Salernitana,20.0,7.0,0,0,455.0,527.0,5.0,53.0,16.0,4,1,21_22
28,Juventus,2022-03-12,Giornata n. 29,Ospiti,V,3.0,Sampdoria,5.0,2.0,1,1,525.0,594.0,0.0,51.0,17.0,2,0,21_22
28,Cagliari,2022-03-12,Giornata n. 29,Ospiti,P,0.0,Spezia,11.0,1.0,0,0,333.0,465.0,7.0,57.0,20.0,4,0,21_22
28,Spezia,2022-03-12,Giornata n. 29,Casa,V,2.0,Cagliari,14.0,8.0,0,1,220.0,350.0,5.0,43.0,13.0,1,0,21_22
28,Milan,2022-03-12,Giornata n. 29,Casa,V,1.0,Empoli,15.0,5.0,0,0,451.0,543.0,5.0,52.0,7.0,1,0,21_22
27,Atalanta,2022-03-13,Giornata n. 29,Casa,N,0.0,Genoa,12.0,2.0,0,0,461.0,644.0,4.0,59.0,14.0,2,0,21_22
26,Udinese,2022-03-13,Giornata n. 29,Casa,N,1.0,Roma,11.0,5.0,0,0,285.0,367.0,6.0,37.0,17.0,3,0,21_22
27,Torino,2022-03-13,Giornata n. 29,Casa,N,1.0,Inter,13.0,3.0,0,0,323.0,424.0,3.0,44.0,17.0,1,0,21_22
27,Inter,2022-03-13,Giornata n. 29,Ospiti,N,1.0,Torino,14.0,6.0,0,0,403.0,529.0,4.0,56.0,21.0,5,0,21_22
28,Genoa,2022-03-13,Giornata n. 29,Ospiti,N,0.0,Atalanta,13.0,3.0,0,0,291.0,455.0,3.0,41.0,18.0,0,0,21_22
27,Fiorentina,2022-03-13,Giornata n. 29,Casa,V,1.0,Bologna,14.0,5.0,0,0,423.0,529.0,9.0,61.0,10.0,1,0,21_22
27,Bologna,2022-03-13,Giornata n. 29,Ospiti,P,0.0,Fiorentina,4.0,0.0,0,0,243.0,340.0,1.0,39.0,17.0,5,1,21_22
